mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
1018,Mr,Francis,Wurtz,,,male,France,Strasbourg,03/01/1948 01:00,,https://www.europarl.europa.eu/mepphoto/1018.jpg,,,,,,,https://data.europarl.europa.eu/person/1018
1021,Mr,Pierre,Lataillade,,,male,France,Arcachon,27/04/1933 01:00,07/11/2020 01:00,https://www.europarl.europa.eu/mepphoto/1021.jpg,,,,,,,https://data.europarl.europa.eu/person/1021
1022,Mr,Jean-Marie,Le Chevallier,,,male,France,Sceaux,22/11/1936 02:00,30/10/2020 01:00,https://www.europarl.europa.eu/mepphoto/1022.jpg,,,,,,,https://data.europarl.europa.eu/person/1022
1023,Mr,Jean-Marie,Le Pen,,,male,France,La Trinité-sur-Mer (Morbihan),20/06/1928 01:00,,https://www.europarl.europa.eu/mepphoto/1023.jpg,,,,,,,https://data.europarl.europa.eu/person/1023
1027,Mr,Jean-Pierre,Cot,,,male,France,Chene-Bougeries (Suisse),23/10/1937 02:00,,https://www.europarl.europa.eu/mepphoto/1027.jpg,,,,,,,https://data.europarl.europa.eu/person/1027
1033,Mr,Alonso José,Puerta,,,male,Estonia,Avilés (Asturias),24/03/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1033.jpg,,,,,,,https://data.europarl.europa.eu/person/1033
1035,Mr,Charles E.,BAUR,,,male,France,Paris,20/12/1929 02:00,02/01/2015 01:00,https://www.europarl.europa.eu/mepphoto/1035.jpg,,,,,,,https://data.europarl.europa.eu/person/1035
1036,Mr,Pierre,Bernard-Reymond,,,male,France,Gap (Hautes-Alpes),16/01/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1036.jpg,,,,,,,https://data.europarl.europa.eu/person/1036
1040,Mr,Friedrich-Wilhelm,Graefe zu Baringdorf,,,male,Germany,Spenge,29/11/1942 01:00,,https://www.europarl.europa.eu/mepphoto/1040.jpg,,,,,,,https://data.europarl.europa.eu/person/1040
1048,Mr,Ib,Christensen,,,male,Denmark,Randers,15/03/1930 02:00,,https://www.europarl.europa.eu/mepphoto/1048.jpg,,,,,,,https://data.europarl.europa.eu/person/1048
1054,Ms,Dorothee,Piermont,,,female,Germany,Straßburg,27/02/1943 01:00,,https://www.europarl.europa.eu/mepphoto/1054.jpg,,,,,,,https://data.europarl.europa.eu/person/1054
1068,Ms,Nicole,Pery,,,female,France,Bayonne,15/05/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1068.jpg,,,,,,,https://data.europarl.europa.eu/person/1068
1081,Mr,Renzo,TRIVELLI,,,male,Italy,Livorno,02/05/1925 01:00,30/11/2015 01:00,https://www.europarl.europa.eu/mepphoto/1081.jpg,,,,,,,https://data.europarl.europa.eu/person/1081
1084,Mr,Yves A.R.,Galland,,,male,France,Paris,08/03/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1084.jpg,,,,,,,https://data.europarl.europa.eu/person/1084
1087,Mr,Joachim,Dalsass,,,male,Italy,Leifers (Südtirol),03/12/1926 02:00,08/10/2005 12:00,https://www.europarl.europa.eu/mepphoto/1087.jpg,,,,,,,https://data.europarl.europa.eu/person/1087
1093,Mr,Gianni,BAGET BOZZO,,,male,Italy,Savona,08/03/1925 02:00,08/05/2009 12:00,https://www.europarl.europa.eu/mepphoto/1093.jpg,,,,,,,https://data.europarl.europa.eu/person/1093
1110,Mr,Roberto,Formigoni,,,male,Italy,Lecco (Como),30/03/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1110.jpg,,,,,,,https://data.europarl.europa.eu/person/1110
1113,Mr,Jas,Gawronski,,,male,Italy,Vienna (Austria),07/02/1936 02:00,,https://www.europarl.europa.eu/mepphoto/1113.jpg,,,,,,,https://data.europarl.europa.eu/person/1113
1127,Ms,Martine,Lehideux,,,female,France,Paris,27/05/1933 01:00,,https://www.europarl.europa.eu/mepphoto/1127.jpg,,,,,,,https://data.europarl.europa.eu/person/1127
1128,Ms,Sylvie,Mayer (ex LE ROUX),,,female,France,Nice,13/10/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1128.jpg,,,,,,,https://data.europarl.europa.eu/person/1128
1135,Mr,Roberto,Barzanti,,,male,Italy,Monterotondo Marittimo (GR),24/01/1939 02:00,,https://www.europarl.europa.eu/mepphoto/1135.jpg,,,,,,,https://data.europarl.europa.eu/person/1135
1138,Mr,Luis Filipe Pais,Beirôco,,,male,Portugal,Lisboa,04/07/1939 01:00,,https://www.europarl.europa.eu/mepphoto/1138.jpg,,,,,,,https://data.europarl.europa.eu/person/1138
1144,Mr,Ejner Hovgård,Christiansen,,,male,Denmark,Århus,28/05/1932 01:00,20/07/2007 12:00,https://www.europarl.europa.eu/mepphoto/1144.jpg,,,,,,,https://data.europarl.europa.eu/person/1144
1149,Mr,Antonio,Navarro,,,male,Estonia,Madrid,01/09/1936 01:00,,https://www.europarl.europa.eu/mepphoto/1149.jpg,,,,,,,https://data.europarl.europa.eu/person/1149
1155,Mr,Juan María,BANDRÉS MOLET,,,male,Estonia,San Sebastián,12/02/1932 02:00,28/10/2011 12:00,https://www.europarl.europa.eu/mepphoto/1155.jpg,,,,,,,https://data.europarl.europa.eu/person/1155
1157,Mr,René-Emile,Piquet,,,male,France,Lanthenay-Romorantin,23/10/1932 02:00,,https://www.europarl.europa.eu/mepphoto/1157.jpg,,,,,,,https://data.europarl.europa.eu/person/1157
1165,Mr,Alain,Marleix,,,male,France,Paris,02/01/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1165.jpg,,,,,,,https://data.europarl.europa.eu/person/1165
1168,Mr,Alain,Juppé,,,male,France,Mont-de-Marsan,15/08/1945 12:00,,https://www.europarl.europa.eu/mepphoto/1168.jpg,,,,,,,https://data.europarl.europa.eu/person/1168
1170,Mr,Jean-Marie,Alexandre,,,male,France,Souchez,25/11/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1170.jpg,,,,,,,https://data.europarl.europa.eu/person/1170
1173,Ms,Marie-Claude,Vayssade,,,female,France,Pierrepont (Meurthe et Moselle),08/08/1936 01:00,11/11/2020 01:00,https://www.europarl.europa.eu/mepphoto/1173.jpg,,,,,,,https://data.europarl.europa.eu/person/1173
1174,Ms,Simone,Veil,,,female,France,Nice,13/07/1927 01:00,30/06/2017 12:00,https://www.europarl.europa.eu/mepphoto/1174.jpg,,,,,,,https://data.europarl.europa.eu/person/1174
1176,Mr,Maxime François,Gremetz,,,male,France,Canchy,03/09/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1176.jpg,,,,,,,https://data.europarl.europa.eu/person/1176
1181,Ms,Martine,Buron,,,female,France,Neuilly-sur-Seine,12/01/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1181.jpg,,,,,,,https://data.europarl.europa.eu/person/1181
1184,Ms,Colette,Flesch,,,female,Luxembourg,Dudelange,16/04/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1184.jpg,,,,,,,https://data.europarl.europa.eu/person/1184
1187,Ms,Barbara,Simons,,,female,Germany,Wolfenbüttel,16/06/1929 01:00,,https://www.europarl.europa.eu/mepphoto/1187.jpg,,,,,,,https://data.europarl.europa.eu/person/1187
1188,Ms,Diemut R.,Theato,,,female,Germany,Kleinröhrsdorf/ Dresden,13/04/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1188.jpg,,,,,,,https://data.europarl.europa.eu/person/1188
1189,Ms,Beate,Weber,,,female,Germany,Reichenberg,12/12/1943 01:00,,https://www.europarl.europa.eu/mepphoto/1189.jpg,,,,,,,https://data.europarl.europa.eu/person/1189
1193,Mr,Robert E.V.,Hersant,,,male,France,Vertou (Loire atlantique),31/01/1920 02:00,21/04/1996 12:00,https://www.europarl.europa.eu/mepphoto/1193.jpg,,,,,,,https://data.europarl.europa.eu/person/1193
1194,Mr,Jean-Thomas,Nordmann,,,male,France,Paris,16/02/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1194.jpg,,,,,,,https://data.europarl.europa.eu/person/1194
1195,Mr,Jacques,Vernier,,,male,France,Paris,03/07/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1195.jpg,,,,,,,https://data.europarl.europa.eu/person/1195
1196,Ms,Heinke,Salisch,,,female,Germany,Grevenbroich,14/08/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1196.jpg,,,,,,,https://data.europarl.europa.eu/person/1196
1197,Ms,Ursula,Schleicher,,,female,Germany,Aschaffenburg,15/05/1933 01:00,,https://www.europarl.europa.eu/mepphoto/1197.jpg,,,,,,,https://data.europarl.europa.eu/person/1197
1198,Ms,Barbara,Schmidbauer,,,female,Germany,Berlin,15/11/1937 02:00,,https://www.europarl.europa.eu/mepphoto/1198.jpg,,,,,,,https://data.europarl.europa.eu/person/1198
1203,Mr,Max,Gallo,,,male,France,Nice,07/01/1932 02:00,18/07/2017 12:00,https://www.europarl.europa.eu/mepphoto/1203.jpg,,,,,,,https://data.europarl.europa.eu/person/1203
1205,Mr,Jean-Claude,PASTY,,,male,France,Luçon (Vendée),15/06/1937 01:00,21/02/2013 01:00,https://www.europarl.europa.eu/mepphoto/1205.jpg,,,,,,,https://data.europarl.europa.eu/person/1205
1209,Mr,Bernard,Antony,,,male,France,Tarbes,28/11/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1209.jpg,,,,,,,https://data.europarl.europa.eu/person/1209
1212,Mr,Alain,Bombard,,,male,France,Paris,27/10/1924 02:00,19/07/2005 12:00,https://www.europarl.europa.eu/mepphoto/1212.jpg,,,,,,,https://data.europarl.europa.eu/person/1212
1224,Mr,Karl,von Wogau,,,male,Germany,Freiburg,18/07/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1224.jpg,,,,,,,https://data.europarl.europa.eu/person/1224
1225,Mr,Axel N.,Zarges,,,male,Germany,Kassel,07/10/1932 02:00,29/12/1989 01:00,https://www.europarl.europa.eu/mepphoto/1225.jpg,,,,,,,https://data.europarl.europa.eu/person/1225
1228,Mr,Juan Antonio,Gangoiti Llaguno,,,male,Estonia,Bilbao,05/11/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1228.jpg,,,,,,,https://data.europarl.europa.eu/person/1228
1229,Mr,Wilfried,Telkämper,,,male,Germany,Lingen-Ems,16/01/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1229.jpg,,,,,,,https://data.europarl.europa.eu/person/1229
1230,Mr,Günter,Topmann,,,male,Germany,Bielefeld,07/05/1934 01:00,,https://www.europarl.europa.eu/mepphoto/1230.jpg,,,,,,,https://data.europarl.europa.eu/person/1230
1231,Mr,Kurt,VITTINGHOFF,,,male,Germany,Mülheim/Ruhr,09/01/1928 02:00,15/08/2011 12:00,https://www.europarl.europa.eu/mepphoto/1231.jpg,,,,,,,https://data.europarl.europa.eu/person/1231
1232,Mr,Thomas,von der Vring,,,male,Germany,Stuttgart,27/05/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1232.jpg,,,,,,,https://data.europarl.europa.eu/person/1232
1233,Mr,Gerd,Walter,,,male,Germany,Lübeck,26/04/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1233.jpg,,,,,,,https://data.europarl.europa.eu/person/1233
1234,Mr,Klaus H.W.,Wettig,,,male,Germany,Göttingen,15/08/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1234.jpg,,,,,,,https://data.europarl.europa.eu/person/1234
1235,Ms,Magdalene,Hoff,,,female,Germany,Hagen,29/12/1940 12:00,29/03/2017 12:00,https://www.europarl.europa.eu/mepphoto/1235.jpg,,,,,,,https://data.europarl.europa.eu/person/1235
1236,Ms,Marlene,Lenz,,,female,Germany,Berlin,04/07/1932 01:00,,https://www.europarl.europa.eu/mepphoto/1236.jpg,,,,,,,https://data.europarl.europa.eu/person/1236
1237,Ms,Mechtild,Rothe,,,female,Germany,Paderborn,10/08/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1237.jpg,,,,,,,https://data.europarl.europa.eu/person/1237
1238,Mr,Dieter P.A.,Schinzel,,,male,Germany,Berlin,14/11/1942 01:00,,https://www.europarl.europa.eu/mepphoto/1238.jpg,,,,,,,https://data.europarl.europa.eu/person/1238
1239,Mr,Gerhard,Schmid,,,male,Germany,Straubing,05/05/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1239.jpg,,,,,,,https://data.europarl.europa.eu/person/1239
1240,Mr,"Franz Ludwig, Schenk",Stauffenberg,,,male,Germany,Bamberg,04/05/1938 01:00,,https://www.europarl.europa.eu/mepphoto/1240.jpg,,,,,,,https://data.europarl.europa.eu/person/1240
1242,Ms,Birgit,BJØRNVIG,,,female,Denmark,København,28/12/1935 02:00,03/10/2015 12:00,https://www.europarl.europa.eu/mepphoto/1242.jpg,,,,,,,https://data.europarl.europa.eu/person/1242
1243,Ms,Marie,Jepsen,,,female,Denmark,Nørre Nissum,27/03/1940 01:00,20/10/2018 12:00,https://www.europarl.europa.eu/mepphoto/1243.jpg,,,,,,,https://data.europarl.europa.eu/person/1243
1244,Ms,Tove,Nielsen,,,female,Denmark,Durup,08/04/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1244.jpg,,,,,,,https://data.europarl.europa.eu/person/1244
1247,Mr,Willi,Rothley,,,male,Germany,Bottenbach,15/12/1943 01:00,,https://www.europarl.europa.eu/mepphoto/1247.jpg,,,,,,,https://data.europarl.europa.eu/person/1247
1248,Mr,Bernhard,Sälzer,,,male,Germany,Berlin,04/09/1940 12:00,18/12/1993 01:00,https://www.europarl.europa.eu/mepphoto/1248.jpg,,,,,,,https://data.europarl.europa.eu/person/1248
1249,Mr,Jannis,Sakellariou,,,male,Germany,Athen,12/11/1939 01:00,,https://www.europarl.europa.eu/mepphoto/1249.jpg,,,,,,,https://data.europarl.europa.eu/person/1249
1252,Mr,(Hans) Johannes Wilhelm,Peters,,,male,Germany,Uedem (Kr. Kleve),10/12/1927 02:00,,https://www.europarl.europa.eu/mepphoto/1252.jpg,,,,,,,https://data.europarl.europa.eu/person/1252
1253,Mr,Hans-Gert,Pöttering,,,male,Germany,Bersenbrück (Niedersachsen),15/09/1945 12:00,,https://www.europarl.europa.eu/mepphoto/1253.jpg,,,,,,,https://data.europarl.europa.eu/person/1253
1254,Mr,Fritz,Pirkl,,,male,Germany,Sulzbach-Rosenberg,13/08/1925 01:00,19/08/1993 12:00,https://www.europarl.europa.eu/mepphoto/1254.jpg,,,,,,,https://data.europarl.europa.eu/person/1254
1255,Mr,Günter,Rinsche,,,male,Germany,Hamm,13/07/1930 01:00,,https://www.europarl.europa.eu/mepphoto/1255.jpg,,,,,,,https://data.europarl.europa.eu/person/1255
1256,Mr,Dieter,ROGALLA,,,male,Germany,Weißwasser (Oberlausitz),20/08/1927 01:00,08/01/2013 01:00,https://www.europarl.europa.eu/mepphoto/1256.jpg,,,,,,,https://data.europarl.europa.eu/person/1256
1257,Mr,Gerd Ludwig,Lemmer,,,male,Germany,Remscheid,13/09/1925 01:00,,https://www.europarl.europa.eu/mepphoto/1257.jpg,,,,,,,https://data.europarl.europa.eu/person/1257
1258,Mr,Rolf,Linkohr,,,male,Germany,Stuttgart,11/04/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1258.jpg,,,,,,,https://data.europarl.europa.eu/person/1258
1259,Mr,Rudolf,Luster,,,male,Germany,Berlin-Schöneberg,20/01/1921 02:00,,https://www.europarl.europa.eu/mepphoto/1259.jpg,,,,,,,https://data.europarl.europa.eu/person/1259
1260,Mr,Kurt,Malangré,,,male,Germany,Aachen,18/09/1934 01:00,04/10/2018 12:00,https://www.europarl.europa.eu/mepphoto/1260.jpg,,,,,,,https://data.europarl.europa.eu/person/1260
1261,Mr,Karl-Heinrich,Mihr,,,male,Germany,Gudensberg (Hessen),22/07/1935 01:00,,https://www.europarl.europa.eu/mepphoto/1261.jpg,,,,,,,https://data.europarl.europa.eu/person/1261
1262,Mr,Werner,Münch,,,male,Germany,Kirchhellen,25/09/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1262.jpg,,,,,,,https://data.europarl.europa.eu/person/1262
1263,Mr,Elmar,Brok,,,male,Germany,Verl (Kr. Gütersloh),14/05/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1263.jpg,,,,,,,https://data.europarl.europa.eu/person/1263
1264,Mr,Ingo,Friedrich,,,male,Germany,Kutno,24/01/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1264.jpg,,,,,,,https://data.europarl.europa.eu/person/1264
1265,Mr,Otto,von HABSBURG,,,male,Germany,Reichenau,20/11/1912 01:00,04/07/2011 12:00,https://www.europarl.europa.eu/mepphoto/1265.jpg,,,,,,,https://data.europarl.europa.eu/person/1265
1266,Mr,Klaus,Hänsch,,,male,Germany,Sprottau (Schlesien),15/12/1938 02:00,,https://www.europarl.europa.eu/mepphoto/1266.jpg,,,,,,,https://data.europarl.europa.eu/person/1266
1267,Mr,Egon A.,KLEPSCH,,,male,Germany,Bodenbach (Elbe),30/01/1930 02:00,18/09/2010 12:00,https://www.europarl.europa.eu/mepphoto/1267.jpg,,,,,,,https://data.europarl.europa.eu/person/1267
1268,Mr,Horst,Langes,,,male,Germany,Koblenz,02/12/1928 02:00,,https://www.europarl.europa.eu/mepphoto/1268.jpg,,,,,,,https://data.europarl.europa.eu/person/1268
1271,Mr,Siegbert,Alber,,,male,Germany,Hechingen (Hohenzollern),27/07/1936 01:00,04/06/2021 12:00,https://www.europarl.europa.eu/mepphoto/1271.jpg,,,,,,,https://data.europarl.europa.eu/person/1271
1272,Mr,Reinhold L.,Bocklet,,,male,Germany,Schongau (Obb.),05/04/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1272.jpg,,,,,,,https://data.europarl.europa.eu/person/1272
1275,Mr,Jens-Peter,Bonde,,,male,Denmark,Åbenrå,27/03/1948 01:00,04/04/2021 12:00,https://www.europarl.europa.eu/mepphoto/1275.jpg,,,,,,,https://data.europarl.europa.eu/person/1275
1277,Mr,John,Iversen,,,male,Denmark,Grindsted,04/01/1954 01:00,,https://www.europarl.europa.eu/mepphoto/1277.jpg,,,,,,,https://data.europarl.europa.eu/person/1277
1278,Mr,Erhard V.,Jakobsen,,,male,Denmark,Grene,25/02/1917 01:00,,https://www.europarl.europa.eu/mepphoto/1278.jpg,,,,,,,https://data.europarl.europa.eu/person/1278
1284,Mr,Herman A.,Verbeek,,,male,Netherlands,Groningen,17/05/1936 01:00,,https://www.europarl.europa.eu/mepphoto/1284.jpg,,,,,,,https://data.europarl.europa.eu/person/1284
1304,Ms,Concepció,Ferrer,,,female,Estonia,Ripoll (Girona),27/01/1938 02:00,,https://www.europarl.europa.eu/mepphoto/1304.jpg,,,,,,,https://data.europarl.europa.eu/person/1304
1305,Ms,Ludivina,García Arias,,,female,Estonia,Morelia (México),13/12/1945 01:00,,https://www.europarl.europa.eu/mepphoto/1305.jpg,,,,,,,https://data.europarl.europa.eu/person/1305
1306,Ms,Carmen,Llorca Vilaplana,,,female,Estonia,Alcoy (Alicante),29/11/1921 02:00,30/04/1999 12:00,https://www.europarl.europa.eu/mepphoto/1306.jpg,,,,,,,https://data.europarl.europa.eu/person/1306
1307,Ms,Ana,Miranda de Lage,,,female,Estonia,San Sebastián,07/05/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1307.jpg,,,,,,,https://data.europarl.europa.eu/person/1307
1312,Ms,Carmen,Díez de Rivera Icaza,,,female,Estonia,Madrid,29/08/1942 12:00,30/11/1999 01:00,https://www.europarl.europa.eu/mepphoto/1312.jpg,,,,,,,https://data.europarl.europa.eu/person/1312
1313,Ms,Bárbara,Dührkop Dührkop,,,female,Estonia,Hannover (Alemania),27/07/1945 12:00,,https://www.europarl.europa.eu/mepphoto/1313.jpg,,,,,,,https://data.europarl.europa.eu/person/1313
1319,Mr,Josep,Verde I Aldea,,,male,Estonia,Granollers (Barcelona),03/11/1928 02:00,02/02/2017 01:00,https://www.europarl.europa.eu/mepphoto/1319.jpg,,,,,,,https://data.europarl.europa.eu/person/1319
1320,Mr,Xavier,Rubert de Ventós,,,male,Estonia,Barcelona,01/09/1939 01:00,,https://www.europarl.europa.eu/mepphoto/1320.jpg,,,,,,,https://data.europarl.europa.eu/person/1320
1324,Mr,Enrique,Sapena Granell,,,male,Estonia,Valencia,17/01/1930 02:00,08/06/2008 12:00,https://www.europarl.europa.eu/mepphoto/1324.jpg,,,,,,,https://data.europarl.europa.eu/person/1324
