mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
64,Mr,Renato,Sandri,,,male,Italy,Mantova,27/07/1926 01:00,,https://www.europarl.europa.eu/mepphoto/64.jpg,,,,,,,https://data.europarl.europa.eu/person/64
65,Mr,Pierre-Henri,Teitgen,,,male,France,Rennes,29/05/1908 01:00,,https://www.europarl.europa.eu/mepphoto/65.jpg,,,,,,,https://data.europarl.europa.eu/person/65
66,Mr,Georges,Spénale,,,male,France,Carcassonne,29/11/1913 01:00,,https://www.europarl.europa.eu/mepphoto/66.jpg,,,,,,,https://data.europarl.europa.eu/person/66
67,Mr,Italo Mario,Sacco,,,male,Italy,Torino,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/67.jpg,,,,,,,https://data.europarl.europa.eu/person/67
68,Mr,Léon,Teisseire,,,male,France,Nice,12/04/1907 01:00,,https://www.europarl.europa.eu/mepphoto/68.jpg,,,,,,,https://data.europarl.europa.eu/person/68
69,Mr,François,Tanguy-Prigent,,,male,France,Saint-Jean-du-Doigt,11/10/1909 01:00,,https://www.europarl.europa.eu/mepphoto/69.jpg,,,,,,,https://data.europarl.europa.eu/person/69
71,Mr,Franz Josef,Strauss,,,male,Germany,München,06/09/1915 01:00,,https://www.europarl.europa.eu/mepphoto/71.jpg,,,,,,,https://data.europarl.europa.eu/person/71
72,Mr,Heinz,Starke,,,male,Germany,Schweidnitz (Schlesien),27/02/1911 01:00,,https://www.europarl.europa.eu/mepphoto/72.jpg,,,,,,,https://data.europarl.europa.eu/person/72
73,Mr,Heinrich,Sträter,,,male,Germany,Soest,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/73.jpg,,,,,,,https://data.europarl.europa.eu/person/73
74,Mr,Gerd,Springorum,,,male,Germany,Schweidnitz/Schlesien,27/02/1911 01:00,,https://www.europarl.europa.eu/mepphoto/74.jpg,,,,,,,https://data.europarl.europa.eu/person/74
75,Mr,Anton,Storch,,,male,Germany,Fulda,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/75.jpg,,,,,,,https://data.europarl.europa.eu/person/75
76,Mr,THE LORD,St. Oswald,,,male,United Kingdom,London,19/09/1916 12:00,05/11/2007 01:00,https://www.europarl.europa.eu/mepphoto/76.jpg,,,,,,,https://data.europarl.europa.eu/person/76
77,Mr,Michael Norman,Shaw,,,male,United Kingdom,Leeds,09/10/1920 01:00,,https://www.europarl.europa.eu/mepphoto/77.jpg,,,,,,,https://data.europarl.europa.eu/person/77
78,Mr,Michael R.,Stewart,,,male,United Kingdom,Bromley (Kent),06/11/1906 01:00,,https://www.europarl.europa.eu/mepphoto/78.jpg,,,,,,,https://data.europarl.europa.eu/person/78
79,Mr,Dick,Taverne,,,male,United Kingdom,,18/10/1928 02:00,,https://www.europarl.europa.eu/mepphoto/79.jpg,,,,,,,https://data.europarl.europa.eu/person/79
80,Mr,Frank,Tomney,,,male,United Kingdom,Bolton (Lancaster),24/05/1908 01:00,,https://www.europarl.europa.eu/mepphoto/80.jpg,,,,,,,https://data.europarl.europa.eu/person/80
81,Mr,Derek,Walker-Smith,,,male,United Kingdom,Edinburgh,13/04/1910 01:00,,https://www.europarl.europa.eu/mepphoto/81.jpg,,,,,,,https://data.europarl.europa.eu/person/81
82,Mr,Leopoldo,Rubinacci,,,male,Italy,Cremano (Napoli),13/09/1903 01:36,,https://www.europarl.europa.eu/mepphoto/82.jpg,,,,,,,https://data.europarl.europa.eu/person/82
83,Mr,Armando,Sabatini,,,male,Italy,Granaglioni (Bologna),21/06/1908 01:00,,https://www.europarl.europa.eu/mepphoto/83.jpg,,,,,,,https://data.europarl.europa.eu/person/83
84,Mr,Jacques,Sourdille,,,male,France,Nantes,19/06/1922 01:00,,https://www.europarl.europa.eu/mepphoto/84.jpg,,,,,,,https://data.europarl.europa.eu/person/84
85,Mr,André,Soury,,,male,France,Verneuil,14/04/1924 01:00,,https://www.europarl.europa.eu/mepphoto/85.jpg,,,,,,,https://data.europarl.europa.eu/person/85
86,Mr,Enrico,Roselli,,,male,Italy,Casale Monferato (Allessandria),10/03/1909 01:00,,https://www.europarl.europa.eu/mepphoto/86.jpg,,,,,,,https://data.europarl.europa.eu/person/86
87,Mr,Hans Stefan,Seifriz,,,male,Germany,Bremen,28/01/1927 02:00,,https://www.europarl.europa.eu/mepphoto/87.jpg,,,,,,,https://data.europarl.europa.eu/person/87
88,Mr,Walter,Seuffert,,,male,Germany,Rahway - New Jersey (USA),04/02/1907 01:00,,https://www.europarl.europa.eu/mepphoto/88.jpg,,,,,,,https://data.europarl.europa.eu/person/88
89,Mr,Alain,Savary,,,male,France,Anger,25/04/1918 12:00,,https://www.europarl.europa.eu/mepphoto/89.jpg,,,,,,,https://data.europarl.europa.eu/person/89
90,Mr,Robert,Schuman,,,male,France,Luxembourg,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/90.jpg,,,,,,,https://data.europarl.europa.eu/person/90
91,Mr,Franz,Singer,,,male,France,Seligenstadt,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/91.jpg,,,,,,,https://data.europarl.europa.eu/person/91
92,Mr,Hermann,Spillecke,,,male,Germany,Homberg (Niederrhein),15/05/1924 01:00,,https://www.europarl.europa.eu/mepphoto/92.jpg,,,,,,,https://data.europarl.europa.eu/person/92
93,Mr,Hermann,Schwörer,,,male,Germany,Oberstetten (Württemberg),01/05/1922 01:00,,https://www.europarl.europa.eu/mepphoto/93.jpg,,,,,,,https://data.europarl.europa.eu/person/93
94,Mr,Wolfgang,Schwabe,,,male,Germany,Frankfurt (Mein),12/10/1910 01:00,03/01/1978 01:00,https://www.europarl.europa.eu/mepphoto/94.jpg,,,,,,,https://data.europarl.europa.eu/person/94
95,Mr,THE LORD,Reay,,,male,United Kingdom,Edinburgh,19/07/1937 01:00,,https://www.europarl.europa.eu/mepphoto/95.jpg,,,,,,,https://data.europarl.europa.eu/person/95
96,Mr,W.,Rip,,,male,Netherlands,Haarlemmermeer,13/11/1903 01:36,,https://www.europarl.europa.eu/mepphoto/96.jpg,,,,,,,https://data.europarl.europa.eu/person/96
97,Mr,John Leslie,Prescott,,,male,United Kingdom,Prestatyn,31/05/1938 01:00,,https://www.europarl.europa.eu/mepphoto/97.jpg,,,,,,,https://data.europarl.europa.eu/person/97
98,Mr,Christopher,Price,,,male,United Kingdom,Leeds,26/01/1932 02:00,,https://www.europarl.europa.eu/mepphoto/98.jpg,,,,,,,https://data.europarl.europa.eu/person/98
99,Mr,Geoffrey,Rippon,,,male,United Kingdom,Writhlington (Somerset),28/05/1924 01:00,,https://www.europarl.europa.eu/mepphoto/99.jpg,,,,,,,https://data.europarl.europa.eu/person/99
100,Ms,J.C.,Rutgers,,,female,Netherlands,Hilversum,13/11/1908 01:00,,https://www.europarl.europa.eu/mepphoto/100.jpg,,,,,,,https://data.europarl.europa.eu/person/100
101,Mr,Sijbrandus A.,Posthumus,,,male,Netherlands,Franeker,19/04/1910 01:00,,https://www.europarl.europa.eu/mepphoto/101.jpg,,,,,,,https://data.europarl.europa.eu/person/101
102,Mr,Enrico,Rizzi,,,male,Italy,Milano,05/07/1930 01:00,,https://www.europarl.europa.eu/mepphoto/102.jpg,,,,,,,https://data.europarl.europa.eu/person/102
103,Mr,Nicola,Romeo,,,male,Italy,Napoli,10/07/1902 01:36,,https://www.europarl.europa.eu/mepphoto/103.jpg,,,,,,,https://data.europarl.europa.eu/person/103
104,Mr,Luigi C.,Rosati,,,male,Italy,Romeno (Trento),21/08/1914 01:00,,https://www.europarl.europa.eu/mepphoto/104.jpg,,,,,,,https://data.europarl.europa.eu/person/104
105,Mr,Jan P.,Pronk,,,male,Netherlands,Scheveningen,16/03/1940 01:00,,https://www.europarl.europa.eu/mepphoto/105.jpg,,,,,,,https://data.europarl.europa.eu/person/105
106,Mr,C.E.P.M.,Raedts,,,male,Netherlands,Venray,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/106.jpg,,,,,,,https://data.europarl.europa.eu/person/106
107,Mr,Roger,de Saivre,,,male,France,Paris,14/05/1908 01:00,,https://www.europarl.europa.eu/mepphoto/107.jpg,,,,,,,https://data.europarl.europa.eu/person/107
108,Mr,Xavier,Salado,,,male,France,Frenda (Tiaret),18/08/1917 12:00,,https://www.europarl.europa.eu/mepphoto/108.jpg,,,,,,,https://data.europarl.europa.eu/person/108
109,Mr,Camillo,Ripamonti,,,male,Italy,Gorgonzola (Milano),25/05/1919 01:00,,https://www.europarl.europa.eu/mepphoto/109.jpg,,,,,,,https://data.europarl.europa.eu/person/109
110,Mr,Roland,Riz,,,male,Italy,Bolzano,12/05/1927 01:00,,https://www.europarl.europa.eu/mepphoto/110.jpg,,,,,,,https://data.europarl.europa.eu/person/110
111,Mr,Paul,Reynaud,,,male,France,Barcelonnette,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/111.jpg,,,,,,,https://data.europarl.europa.eu/person/111
112,Mr,René,Ribière,,,male,France,Paris,21/01/1922 02:00,,https://www.europarl.europa.eu/mepphoto/112.jpg,,,,,,,https://data.europarl.europa.eu/person/112
113,Mr,Henri,Rochereau,,,male,France,Chantonnay (Vendée),25/03/1908 01:00,,https://www.europarl.europa.eu/mepphoto/113.jpg,,,,,,,https://data.europarl.europa.eu/person/113
114,Mr,Joachim,Schöne,,,male,Germany,Magdeburg,19/06/1906 01:00,,https://www.europarl.europa.eu/mepphoto/114.jpg,,,,,,,https://data.europarl.europa.eu/person/114
115,Mr,Klaus-Peter,Schulz,,,male,Germany,Berlin,02/04/1915 01:00,,https://www.europarl.europa.eu/mepphoto/115.jpg,,,,,,,https://data.europarl.europa.eu/person/115
116,Mr,Helmut,Schmidt,,,male,Germany,Hamburg,23/12/1918 02:00,,https://www.europarl.europa.eu/mepphoto/116.jpg,,,,,,,https://data.europarl.europa.eu/person/116
117,Mr,Manfred,Schmidt,,,male,Germany,Schwabenhausen bei München,16/01/1936 02:00,,https://www.europarl.europa.eu/mepphoto/117.jpg,,,,,,,https://data.europarl.europa.eu/person/117
118,Mr,Martin,Schmidt,,,male,Germany,Gassen/N.-L.,16/06/1914 01:00,,https://www.europarl.europa.eu/mepphoto/118.jpg,,,,,,,https://data.europarl.europa.eu/person/118
119,Mr,Alain,Poher,,,male,France,Albon-sur-Seine,17/04/1909 01:00,,https://www.europarl.europa.eu/mepphoto/119.jpg,,,,,,,https://data.europarl.europa.eu/person/119
120,Mr,Pietro C.,Restagno,,,male,Italy,Torino,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/120.jpg,,,,,,,https://data.europarl.europa.eu/person/120
121,Mr,Cristoforo,Ricci,,,male,Italy,Circello (Benevento),30/06/1921 01:00,,https://www.europarl.europa.eu/mepphoto/121.jpg,,,,,,,https://data.europarl.europa.eu/person/121
123,Mr,Julien,Ramizason,,,male,France,Port-Berge,19/12/1923 02:00,,https://www.europarl.europa.eu/mepphoto/123.jpg,,,,,,,https://data.europarl.europa.eu/person/123
124,Mr,Heinrich,Schild,,,male,Germany,Wuppertal,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/124.jpg,,,,,,,https://data.europarl.europa.eu/person/124
125,Mr,Walter,Scheel,,,male,Germany,Solingen,08/07/1919 01:00,,https://www.europarl.europa.eu/mepphoto/125.jpg,,,,,,,https://data.europarl.europa.eu/person/125
126,Mr,Antoine,Porcu,,,male,France,Longwy,29/08/1926 01:00,,https://www.europarl.europa.eu/mepphoto/126.jpg,,,,,,,https://data.europarl.europa.eu/person/126
127,Mr,Michel,Raingeard,,,male,France,Nantes,20/06/1919 01:00,,https://www.europarl.europa.eu/mepphoto/127.jpg,,,,,,,https://data.europarl.europa.eu/person/127
128,Mr,Rafton,Pounder,,,male,United Kingdom,Belfast,13/05/1933 01:00,,https://www.europarl.europa.eu/mepphoto/128.jpg,,,,,,,https://data.europarl.europa.eu/person/128
129,Mr,Wilmar,Sabass,,,male,Germany,Siemianowitz Oberschlesien,04/12/1902 01:36,,https://www.europarl.europa.eu/mepphoto/129.jpg,,,,,,,https://data.europarl.europa.eu/person/129
130,Mr,Hans Georg,Schachtschabel,,,male,Germany,Dessau,16/03/1914 01:00,,https://www.europarl.europa.eu/mepphoto/130.jpg,,,,,,,https://data.europarl.europa.eu/person/130
131,Mr,Richard Charles,Mitchell,,,male,United Kingdom,Witley (Surrey),22/08/1927 01:00,,https://www.europarl.europa.eu/mepphoto/131.jpg,,,,,,,https://data.europarl.europa.eu/person/131
132,Mr,William,Molloy,,,male,United Kingdom,Swansea Glamorgan,26/10/1918 01:00,,https://www.europarl.europa.eu/mepphoto/132.jpg,,,,,,,https://data.europarl.europa.eu/person/132
133,Mr,THE LORD,Murray of Gravesend,,,male,United Kingdom,London,09/01/1930 02:00,,https://www.europarl.europa.eu/mepphoto/133.jpg,,,,,,,https://data.europarl.europa.eu/person/133
134,Mr,John Holbrook,Osborn,,,male,United Kingdom,Sheffield,14/12/1922 02:00,,https://www.europarl.europa.eu/mepphoto/134.jpg,,,,,,,https://data.europarl.europa.eu/person/134
135,Mr,John,Peel,,,male,United Kingdom,Penang,06/06/1912 01:00,,https://www.europarl.europa.eu/mepphoto/135.jpg,,,,,,,https://data.europarl.europa.eu/person/135
136,Mr,Schelto,Patijn,,,male,Netherlands,Den Haag,13/08/1936 01:00,,https://www.europarl.europa.eu/mepphoto/136.jpg,,,,,,,https://data.europarl.europa.eu/person/136
137,Mr,Cornelis J.,van der Ploeg,,,male,Netherlands,Zoeterwouden,15/12/1907 01:00,,https://www.europarl.europa.eu/mepphoto/137.jpg,,,,,,,https://data.europarl.europa.eu/person/137
138,Mr,THE EARL,Mansfield,,,male,United Kingdom,London,07/07/1930 01:00,,https://www.europarl.europa.eu/mepphoto/138.jpg,,,,,,,https://data.europarl.europa.eu/person/138
139,Mr,Adriaan Peter,Oele,,,male,Netherlands,Rotterdam,28/11/1923 02:00,,https://www.europarl.europa.eu/mepphoto/139.jpg,,,,,,,https://data.europarl.europa.eu/person/139
140,Mr,G.M.,Nederhorst,,,male,Netherlands,Gouda,17/10/1907 01:00,,https://www.europarl.europa.eu/mepphoto/140.jpg,,,,,,,https://data.europarl.europa.eu/person/140
141,Mr,René,Pleven,,,male,France,Rennes,15/04/1901 01:36,,https://www.europarl.europa.eu/mepphoto/141.jpg,,,,,,,https://data.europarl.europa.eu/person/141
142,Mr,Durk F.,van der Mei,,,male,Netherlands,Brummen,13/10/1924 02:00,,https://www.europarl.europa.eu/mepphoto/142.jpg,,,,,,,https://data.europarl.europa.eu/person/142
143,Mr,Georges,Pianta,,,male,France,Thonon-les-Bains,02/03/1912 01:00,,https://www.europarl.europa.eu/mepphoto/143.jpg,,,,,,,https://data.europarl.europa.eu/person/143
144,Mr,Alain,Peyrefitte,,,male,France,Najac (Aveyron),26/08/1925 01:00,,https://www.europarl.europa.eu/mepphoto/144.jpg,,,,,,,https://data.europarl.europa.eu/person/144
145,Mr,Raymond,Offroy,,,male,France,Paris,03/05/1909 01:00,,https://www.europarl.europa.eu/mepphoto/145.jpg,,,,,,,https://data.europarl.europa.eu/person/145
146,Mr,Antoine,Pinay,,,male,France,Saint-Symphorien-sur-Coise,###############################################################################################################################################################################################################################################################,,https://www.europarl.europa.eu/mepphoto/146.jpg,,,,,,,https://data.europarl.europa.eu/person/146
147,Ms,Maria,Probst,,,female,Germany,München,01/07/1902 01:36,,https://www.europarl.europa.eu/mepphoto/147.jpg,,,,,,,https://data.europarl.europa.eu/person/147
148,Ms,MARQUESS OF,Lothian,,,female,United Kingdom,Melbourne (Derbyshire),08/09/1922 01:00,,https://www.europarl.europa.eu/mepphoto/148.jpg,,,,,,,https://data.europarl.europa.eu/person/148
149,Mr,Hans,Richarts,,,male,Germany,Schwartzenborn (Wittlich),14/10/1910 01:00,,https://www.europarl.europa.eu/mepphoto/149.jpg,,,,,,,https://data.europarl.europa.eu/person/149
150,Mr,Clemens,Riedel,,,male,Germany,Breslau,23/08/1914 01:00,,https://www.europarl.europa.eu/mepphoto/150.jpg,,,,,,,https://data.europarl.europa.eu/person/150
151,Mr,Michael B.,Yeats,,,male,Ireland,Thame,22/08/1921 01:00,,https://www.europarl.europa.eu/mepphoto/151.jpg,,,,,,,https://data.europarl.europa.eu/person/151
